09:54:51 5040 N     
09:54:56 5000 N     
15:21:42 930 A     
15:21:43 920 A     
15:21:44 920 A     
15:21:45 915 A     
15:21:46 920 A     
15:21:47 910 A     
15:21:48 915 A     
15:21:49 915 A     
15:21:49 475 A PR    
15:21:50 1095 A CP    
15:21:51 920 A     
15:21:52 925 A     
15:21:53 930 A     
15:21:54 930 A     
15:21:55 910 A     
15:21:56 920 A     
15:21:57 930 A     
15:21:58 930 A     
15:21:59 935 A     
15:22:00 930 A     
15:22:01 930 A     
15:22:01 730 A     
15:22:02 590 A PR    
15:22:02 485 A PR    
15:22:03 365 A PR    
15:22:03 370 A PR    
15:22:04 725 A CP    
15:22:04 565 A PR    
15:22:05 670 A     
15:22:06 815 A     
15:22:07 810 A     
15:22:08 885 A     
15:22:09 945 A     
15:22:09 955 A     
15:22:10 555 A PR    
15:22:11 615 A PR    
15:22:11 465 A PR    
15:22:12 720 A CP    
15:22:12 635 A PR    
15:22:14 1130 A CP    
15:22:14 480 A PR    
15:22:15 535 A PR    
15:22:16 1080 A CP    
15:22:16 630 A PR    
15:22:17 340 A PR    
15:22:17 815 A CP    
15:22:18 535 A PR    
15:22:19 890 A CP    
15:22:20 845 A     
15:22:21 765 A     
15:22:21 560 A PR    
15:22:22 1140 A CP    
15:22:23 935 A     
15:22:24 1000 A     
15:22:25 1005 A     
15:22:26 1015 A     
15:22:27 1025 A     
15:22:28 995 A     
15:22:29 1015 A     
15:22:30 990 A     
15:22:31 1000 A     
15:22:32 1000 A     
15:22:33 1025 A     
15:22:34 465 A PR    
15:22:35 1015 A CP    
15:22:36 1110 A     
15:22:36 415 A PR    
15:22:37 515 A PR    
15:22:38 1035 A CP    
15:22:39 960 A     
15:22:40 955 A     
15:22:41 950 A     
15:22:42 945 A     
15:22:43 930 A     
15:22:43 935 A     
15:22:44 940 A     
15:22:45 930 A     
15:22:46 925 A     
15:22:47 320 A PR    
15:22:47 525 A CP    
15:22:48 535 A PR    
15:22:48 455 A PR    
15:22:49 900 A CP    
15:22:50 905 A     
15:22:51 890 A     
15:22:52 895 A     
15:22:53 905 A     
15:22:53 885 A     
15:22:54 880 A     
15:22:55 880 A     
15:22:56 895 A     
15:22:57 875 A     
15:22:58 870 A     
15:22:59 890 A     
15:23:00 875 A     
15:23:01 875 A     
15:23:01 865 A     
15:23:02 870 A     
15:23:03 875 A     
15:23:04 860 A     
15:23:05 865 A     
15:23:06 840 A     
15:23:07 835 A     
15:23:07 900 A     
15:23:08 740 A     
15:23:09 1035 A     
15:23:10 845 A     
15:23:11 860 A     
15:23:12 860 A     
15:23:13 830 A     
15:23:13 815 A     
15:23:14 830 A     
15:23:15 845 A     
15:23:16 825 A     
15:23:17 845 A     
15:23:18 855 A     
15:23:18 860 A     
15:23:19 865 A     
15:23:20 865 A     
15:23:21 845 A     
15:23:22 490 A PR    
15:23:23 1005 A CP    
15:23:23 845 A     
15:23:24 830 A     
15:23:25 835 A     
15:23:26 855 A     
15:23:27 855 A     
15:23:28 855 A     
15:23:28 850 A     
15:23:29 840 A     
15:23:30 875 A     
15:23:31 870 A     
15:23:32 865 A     
15:23:33 870 A     
15:23:34 875 A     
15:23:34 780 A     
15:23:35 730 A     
15:23:36 970 A     
15:23:37 410 A PR    
15:23:37 385 A PR    
15:23:38 600 A CP    
15:23:38 530 A PR    
15:23:39 735 A     
15:23:39 490 A PR    
15:23:40 385 A PR    
15:23:40 340 A PR    
15:23:40 385 A PR    
15:23:41 625 A CP    
15:23:42 725 A     
15:23:43 960 A     
15:23:44 855 A     
15:23:44 855 A     
15:23:45 855 A     
15:23:46 850 A     
15:23:47 825 A     
15:23:48 835 A     
15:23:49 850 A     
15:23:49 845 A     
15:23:50 845 A     
15:23:51 850 A     
15:23:52 845 A     
15:23:53 870 A     
15:23:54 865 A     
15:23:55 870 A     
15:23:55 870 A     
15:23:56 880 A     
15:23:57 890 A     
15:23:58 875 A     
15:23:59 860 A     
15:24:00 870 A     
15:24:01 865 A     
15:24:02 860 A     
15:24:02 860 A     
15:24:03 875 A     
15:24:04 885 A     
15:24:05 875 A     
15:24:06 865 A     
15:24:07 870 A     
15:24:08 880 A     
15:24:09 875 A     
15:24:09 860 A     
15:24:10 865 A     
15:24:11 875 A     
15:24:12 890 A     
15:24:13 565 A PR    
15:24:14 1005 A CP    
15:24:15 910 A     
15:24:15 890 A     
15:24:16 895 A     
15:24:17 870 A     
15:24:18 885 A     
15:24:19 885 A     
15:24:20 890 A     
15:24:21 890 A     
15:24:22 880 A     
15:24:23 895 A     
15:24:23 900 A     
15:24:24 875 A     
15:24:25 875 A     
15:24:26 880 A     
15:24:27 885 A     
15:24:28 880 A     
15:24:29 875 A     
15:24:30 885 A     
15:24:30 885 A     
15:24:31 880 A     
15:24:32 875 A     
15:24:33 885 A     
15:24:34 890 A     
15:24:35 880 A     
15:24:36 875 A     
15:24:37 875 A     
15:24:38 880 A     
15:24:38 885 A     
15:24:39 880 A     
15:24:40 875 A     
15:24:41 885 A     
15:24:42 880 A     
15:24:43 865 A     
15:24:44 865 A     
15:24:45 870 A     
15:24:45 870 A     
15:24:46 865 A     
15:24:47 865 A     
15:24:48 860 A     
15:24:49 875 A     
15:24:50 865 A     
15:24:51 845 A     
15:24:51 850 A     
15:24:52 865 A     
15:24:53 860 A     
15:24:54 855 A     
15:24:55 840 A     
15:24:56 855 A     
15:24:57 865 A     
15:24:57 860 A     
15:24:58 850 A     
15:24:59 865 A     
15:25:00 860 A     
15:25:01 645 A     
15:25:01 500 A PR    
15:25:02 1005 A CP    
15:25:03 875 A     
15:25:04 505 A PR    
15:25:05 1005 A CP    
15:25:05 500 A PR    
15:25:06 1020 A CP    
15:25:07 875 A     
15:25:08 865 A     
15:25:09 865 A     
15:25:09 630 A PR    
15:25:10 995 A CP    
15:25:11 870 A     
15:25:12 865 A     
15:25:13 860 A     
15:25:14 860 A     
15:25:15 865 A     
15:25:15 865 A     
15:25:16 870 A     
15:25:17 860 A     
15:25:18 865 A     
15:25:19 870 A     
15:25:20 875 A     
15:25:21 865 A     
15:25:21 550 A PR    
15:25:22 1010 A CP    
15:25:23 890 A     
15:25:24 880 A     
15:25:25 870 A     
15:25:26 870 A     
15:25:27 880 A     
15:25:27 875 A     
15:25:28 875 A     
15:25:29 875 A     
15:25:30 875 A     
15:25:31 865 A     
15:25:32 875 A     
15:25:33 865 A     
15:25:34 875 A     
15:25:34 880 A     
15:25:35 875 A     
15:25:36 875 A     
15:25:37 880 A     
15:25:38 875 A     
15:25:39 875 A     
15:25:40 875 A     
15:25:41 875 A     
15:25:41 880 A     
15:25:42 885 A     
15:25:43 885 A     
15:25:44 880 A     
15:25:45 885 A     
15:25:46 885 A     
15:25:47 885 A     
15:25:48 870 A     
15:25:49 885 A     
15:25:49 525 A PR    
15:25:50 1050 A CP    
15:25:51 880 A     
15:25:52 625 A PR    
15:25:52 670 A     
15:25:53 435 A PR    
15:25:53 450 A PR    
15:25:54 430 A PR    
15:25:54 595 A PR    
15:25:55 1270 A CP    
15:25:56 635 A PR    
15:25:57 985 A CP    
15:25:58 855 A     
15:25:59 850 A     
15:26:00 850 A     
15:26:00 850 A     
15:26:01 850 A     
15:26:02 850 A     
15:26:03 850 A     
15:26:04 850 A     
15:26:05 845 A     
15:26:06 855 A     
15:26:06 855 A     
15:26:07 845 A     
15:26:08 860 A     
15:26:09 855 A     
15:26:10 855 A     
15:26:10 415 A PR    
15:26:11 490 A     
15:26:12 815 A     
15:26:12 850 A     
15:26:13 855 A     
15:26:14 850 A     
15:26:15 860 A     
15:26:16 860 A     
15:26:17 860 A     
15:26:18 850 A     
15:26:18 425 A PR    
15:26:18 245 A PR    
15:26:19 1040 A CP    
15:26:20 460 A PR    
15:26:21 1050 A CP    
15:26:22 860 A     
15:26:23 860 A     
15:26:23 860 A     
15:26:24 855 A     
15:26:25 855 A     
15:26:26 860 A     
15:26:27 865 A     
15:26:28 860 A     
15:26:29 855 A     
15:26:29 860 A     
15:26:30 455 A PR    
15:26:31 1040 A CP    
15:26:31 430 A PR    
15:26:32 720 A CP    
15:26:33 625 A PR    
15:26:33 715 A     
15:26:34 395 A PR    
15:26:34 425 A PR    
15:26:35 605 A PR    
15:26:35 505 A PR    
15:26:36 1025 A CP    
15:26:37 880 A     
15:26:38 540 A PR    
15:26:38 450 A PR    
15:26:39 415 A PR    
15:26:40 950 A CP    
15:26:40 895 A     
15:26:41 870 A     
15:26:42 865 A     
15:26:43 865 A     
15:26:44 860 A     
15:26:45 855 A     
15:26:46 870 A     
15:26:46 860 A     
15:26:47 860 A     
15:26:48 870 A     
15:26:49 865 A     
15:26:50 485 A PR    
15:26:51 1040 A CP    
15:26:51 865 A     
15:26:52 460 A PR    
15:26:52 430 A PR    
15:26:53 990 A CP    
15:26:54 875 A     
15:26:55 850 A     
15:26:56 840 A     
15:26:57 850 A     
15:26:58 850 A     
15:26:58 845 A     
15:26:59 845 A     
15:27:00 520 A PR    
15:27:01 985 A CP    
15:27:02 850 A     
15:27:02 605 A PR    
15:27:03 470 A PR    
15:27:03 535 A PR    
15:27:04 640 A     
15:27:05 670 A     
15:27:05 840 A     
15:27:06 965 A     
15:27:07 845 A     
15:27:08 840 A     
15:27:09 845 A     
15:27:10 855 A     
15:27:11 855 A     
15:27:11 860 A     
15:27:12 850 A     
15:27:13 860 A     
15:27:14 840 A     
15:27:15 855 A     
15:27:16 845 A     
15:27:17 865 A     
15:27:17 850 A     
15:27:18 855 A     
15:27:19 850 A     
15:27:20 855 A     
15:27:21 855 A     
15:27:22 860 A     
15:27:23 860 A     
15:27:23 860 A     
15:27:24 855 A     
15:27:25 860 A     
15:27:26 860 A     
15:27:27 485 A PR    
15:27:28 990 A CP    
15:27:28 860 A     
15:27:29 850 A     
15:27:30 845 A     
15:27:31 840 A     
15:27:32 845 A     
15:27:32 480 A PR    
15:27:33 965 A CP    
15:27:34 850 A     
15:27:35 840 A     
15:27:36 840 A     
15:27:37 845 A     
15:27:37 650 A     
15:27:38 415 A PR    
15:27:38 600 A     
15:27:39 470 A PR    
15:27:39 425 A PR    
15:27:40 415 A PR    
15:27:40 425 A     
15:27:40 375 A PR    
15:27:41 425 A     
15:27:41 415 A PR    
15:27:42 435 A PR    
15:27:42 275 A     
15:27:42 435 A PR    
15:27:43 725 A CP    
15:27:43 440 A PR    
15:27:44 585 A PR    
15:27:45 665 A     
15:27:45 500 A PR    
15:27:46 490 A PR    
15:27:46 620 A     
15:27:47 650 A     
15:27:47 415 A PR    
15:27:48 495 A PR    
15:27:48 570 A PR    
15:27:49 395 A PR    
15:27:49 580 A     
15:27:50 485 A     
15:27:50 445 A     
15:27:51 445 A     
15:27:51 415 A     
15:27:52 505 A     
15:27:53 1105 A MB    
15:27:53 505 A     
15:27:54 530 A     
15:27:54 460 A     
15:27:55 440 A     
15:27:55 570 A     
15:27:56 265 A PR    
15:27:56 510 A CP    
15:27:57 600 A     
15:27:57 600 A     
15:27:58 525 A     
15:27:59 700 A     
15:27:59 475 A     
15:28:00 615 A     
15:28:00 500 A     
15:28:01 445 A     
15:28:01 475 A     
15:28:02 455 A     
15:28:02 465 A     
15:28:03 555 A     
15:28:03 575 A     
15:28:04 550 A     
15:28:04 680 A     
15:28:05 515 A     
15:28:06 850 A     
15:28:06 675 A     
15:28:07 530 A     
15:28:07 510 A PR    
15:28:08 485 A     
15:28:08 505 A PR    
15:28:09 670 A     
15:28:10 560 A     
15:28:10 610 A     
15:28:11 530 A     
15:28:11 415 A PR    
15:28:12 690 A CP    
15:28:13 625 A     
15:28:13 585 A     
15:28:14 450 A     
15:28:14 475 A     
15:28:15 730 A     
15:28:15 485 A     
15:28:16 625 A     
15:28:16 505 A     
15:28:17 610 A     
15:28:18 525 A     
15:28:18 435 A     
15:28:18 440 A     
15:28:19 395 A     
15:28:19 410 A     
15:28:20 385 A     
15:28:20 510 A     
15:28:21 635 A     
15:28:21 560 A     
15:28:22 465 A     
15:28:22 435 A     
15:28:23 440 A     
15:28:23 760 A     
15:28:24 635 A     
15:28:25 665 A     
15:28:25 480 A     
15:28:26 550 A     
15:28:26 590 A     
15:28:27 575 A     
15:28:27 625 A     
15:28:28 530 A     
15:28:29 550 A     
15:28:29 405 A     
15:28:30 570 A     
15:28:30 610 A     
15:28:31 385 A     
15:28:31 890 A     
15:28:32 470 A     
15:28:32 525 A     
15:28:33 770 A     
15:28:34 925 A     
15:28:35 570 A     
15:28:35 590 A     
15:28:36 405 A     
15:28:36 730 A     
15:28:37 615 A     
15:28:38 475 A PR    
15:28:38 605 A     
15:28:39 725 A     
15:28:39 455 A     
15:28:40 480 A     
15:28:40 645 A     
15:28:41 460 A     
15:28:42 675 A     
15:28:42 475 A     
15:28:43 550 A     
15:28:43 625 A     
15:28:44 390 A     
15:28:44 830 A     
15:28:45 790 A     
15:28:46 910 A     
15:28:47 880 A     
15:28:48 845 A     
15:28:49 880 A     
15:28:50 865 A     
15:28:50 870 A     
15:28:51 865 A     
15:28:52 880 A     
15:28:53 870 A     
15:28:54 875 A     
15:28:54 440 A PR    
15:28:55 400 A PR    
15:28:55 300 A PR    
15:28:55 295 A PR    
15:28:56 400 A PR    
15:28:56 600 A PR    
15:28:57 400 A     
15:28:57 595 A PR    
15:28:58 515 A PR    
15:28:58 480 A PR    
15:28:59 400 A PR    
15:28:59 200 A PR    
15:29:00 575 A CP    
15:29:00 510 A     
15:29:01 1320 A     
15:29:02 440 A     
15:29:03 1175 A     
15:29:03 355 A PR    
15:29:04 645 A CP    
15:29:05 595 A     
15:29:05 595 A     
15:29:06 405 A PR    
15:29:06 400 A PR    
15:29:07 720 A CP    
15:29:07 405 A PR    
15:29:08 465 A     
15:29:08 490 A     
15:29:08 310 A PR    
15:29:09 710 A CP    
15:29:10 575 A     
15:29:10 455 A     
15:29:11 395 A     
15:29:11 625 A     
15:29:12 530 A     
15:29:12 635 A     
15:29:13 470 A     
15:29:13 505 A     
15:29:14 720 A     
15:29:14 485 A     
15:29:15 550 A     
15:29:16 495 A     
15:29:16 465 A     
15:29:16 420 A PR    
15:29:17 795 A CP    
15:29:18 490 A     
15:29:18 420 A     
15:29:19 390 A     
15:29:19 440 A     
15:29:19 390 A     
15:29:20 380 A     
15:29:20 390 A     
15:29:21 635 A     
15:29:21 640 A     
15:29:23 1220 A MB    
15:29:23 860 A     
15:29:24 845 A     
15:29:25 845 A     
15:29:26 845 A     
15:29:27 855 A     
15:29:28 850 A     
15:29:28 765 A     
15:29:29 460 A     
15:29:30 1025 A     
15:29:31 885 A     
15:29:32 860 A     
15:29:33 855 A     
15:29:33 855 A     
15:29:34 845 A     
15:29:35 645 A     
15:29:36 1090 A     
15:29:36 215 A PR    
15:29:37 380 A CP    
15:29:37 220 A PR    
15:29:37 400 A CP    
15:29:38 330 A PR    
15:29:38 265 A PR    
15:29:38 400 A CP    
15:29:39 530 A PR    
15:29:39 260 A PR    
15:29:39 360 A PR    
15:29:40 245 A PR    
15:29:40 390 A CP    
15:29:40 340 A PR    
15:29:41 465 A     
15:29:41 200 A     
15:29:41 400 A     
15:29:42 580 A     
15:29:42 370 A     
15:29:43 380 A     
15:29:43 500 A     
15:29:44 445 A     
15:29:44 415 A     
15:29:45 875 A     
15:29:46 595 A     
15:29:46 505 A     
15:29:47 630 A     
15:29:47 760 A     
15:29:48 530 A     
15:29:48 420 A     
15:29:49 710 A     
15:29:50 505 A     
15:29:50 420 A     
15:29:50 375 A     
15:29:51 355 A     
15:29:51 395 A     
15:29:52 710 A     
15:29:52 610 A     
15:29:53 415 A     
15:29:53 390 A     
15:29:54 435 A     
15:29:54 450 A     
15:29:55 685 A     
15:29:55 390 A     
15:29:56 435 A     
15:29:56 400 A     
15:29:57 760 A     
15:29:58 715 A     
15:29:58 425 A     
15:29:58 435 A     
15:29:59 565 A     
15:29:59 510 A     
15:30:00 580 A     
15:30:01 460 A     
15:30:01 640 A     
15:30:02 425 A     
15:30:02 415 A     
15:30:02 380 A     
15:30:03 545 A     
15:30:03 445 A     
15:30:04 755 A     
15:30:05 570 A     
15:30:05 575 A     
15:30:06 660 A     
15:30:06 505 A     
15:30:07 750 A     
15:30:08 730 A     
15:30:09 940 A     
15:30:09 430 A     
15:30:10 425 A     
15:30:10 395 A     
15:30:11 410 A     
15:30:11 545 A     
15:30:12 505 A     
15:30:12 630 A     
15:30:13 515 A     
15:30:13 395 A     
15:30:14 405 A     
15:30:14 690 A     
15:30:15 635 A     
15:30:15 395 A     
15:30:16 495 A     
15:30:16 625 A     
15:30:17 485 A     
15:30:17 545 A     
15:30:18 495 A     
15:30:18 475 A     
15:30:19 610 A     
15:30:19 415 A     
15:30:20 510 A     
15:30:21 655 A     
15:30:21 615 A     
15:30:22 645 A     
15:30:22 500 A     
15:30:23 625 A     
15:30:23 395 A     
15:30:24 450 A     
15:30:24 390 A     
15:30:25 805 A     
15:30:25 470 A     
15:30:26 470 A     
15:30:27 770 A     
15:30:27 450 A     
15:30:28 570 A     
15:30:28 760 A     
15:30:29 480 A     
15:30:29 520 A     
15:30:30 730 A     
15:30:31 760 A     
15:30:32 1085 A     
15:30:32 445 A     
15:30:33 500 A     
15:30:34 615 A     
15:30:34 530 A     
15:30:35 485 A     
15:30:35 680 A     
15:30:36 660 A     
15:30:36 480 A     
15:30:37 525 A     
15:30:38 630 A     
15:30:38 445 A     
15:30:39 615 A     
15:30:39 465 A     
15:30:40 480 A     
15:30:40 770 A     
15:30:41 400 A     
15:30:42 820 A     
15:30:42 455 A     
15:30:43 575 A     
15:30:43 745 A     
15:30:44 780 A     
15:30:45 470 A     
15:30:45 425 A     
15:30:45 410 A     
15:30:46 490 A     
15:30:47 775 A     
15:30:47 370 A     
15:30:48 575 A     
15:30:48 345 A PR    
15:30:49 750 A CP    
15:30:49 515 A     
15:30:50 550 A     
15:30:50 655 A     
15:30:51 530 A     
15:30:51 415 A     
15:30:52 460 A     
15:30:52 620 A     
15:30:53 660 A     
15:30:54 525 A     
15:30:54 485 A     
15:30:55 430 A     
15:30:55 410 A     
15:30:55 440 A     
15:30:56 430 A     
15:30:56 430 A     
15:30:57 430 A     
15:30:57 435 A     
15:30:58 450 A     
15:30:58 630 A     
15:30:59 460 A     
15:30:59 450 A     
15:31:00 645 A     
15:31:00 610 A     
15:31:01 455 A     
15:31:01 435 A     
15:31:02 435 A     
15:31:02 440 A     
15:31:03 410 A     
15:31:03 510 A     
15:31:04 400 A     
15:31:04 490 A     
15:31:05 760 A     
15:31:05 525 A     
15:31:06 475 A     
15:31:06 710 A     
15:31:07 435 A     
15:31:07 450 A     
15:31:08 705 A     
15:31:09 485 A     
15:31:09 470 A     
15:31:10 685 A     
15:31:10 480 A     
15:31:11 665 A     
15:31:11 585 A     
15:31:12 510 A     
15:31:12 425 A     
15:31:13 520 A     
15:31:14 660 A     
15:31:14 645 A     
15:31:15 410 A     
15:31:15 405 A     
15:31:15 435 A     
15:31:16 420 A     
15:31:16 370 A     
15:31:17 365 A     
15:31:17 385 A     
15:31:18 745 A     
15:31:18 475 A     
15:31:19 680 A     
15:31:19 460 A     
15:31:20 610 A     
15:31:21 740 A     
15:31:21 460 A     
15:31:22 580 A     
15:31:22 655 A     
15:31:23 520 A     
15:31:23 595 A     
15:31:24 445 A     
15:31:24 500 A     
15:31:25 540 A     
15:31:26 635 A     
15:31:26 480 A     
15:31:27 590 A     
15:31:27 530 A     
15:31:28 680 A     
15:31:28 440 A     
15:31:29 480 A     
15:31:29 510 A     
15:31:30 515 A     
15:31:31 875 A     
15:31:31 465 A     
15:31:32 645 A     
15:31:32 480 A     
15:31:33 660 A     
15:31:34 660 A     
15:31:34 685 A     
15:31:35 570 A     
15:31:35 500 A     
15:31:36 415 A     
15:31:37 780 A     
15:31:37 460 A     
15:31:37 375 A     
15:31:38 690 A     
15:31:39 705 A     
